species,fastqscreen_nohit_ratio,fastqscreen_grch37_ratio,fastqscreen_mm10_ratio,fastqscreen_salmon_ratio
salmon,0.0811111177189482,0.28786711903919404,0.30149627863134515,0.8590711892025299
salmon,0.08310130663545286,0.287430519664901,0.3016387928210973,0.8585621085932611
salmon,0.07928426957146227,0.28443545969070605,0.2971130296445355,0.8584231551116758
salmon,0.08103783539342779,0.2850595417545975,0.303626771178776,0.8560122098281581
salmon,0.0836662915325758,0.2795040826974917,0.29480414370127084,0.8608330824134718
salmon,0.08129869251372722,0.28208974057110003,0.2952511099519075,0.8605142007500712
salmon,0.08448997392667963,0.2648622621292064,0.2749671083863442,0.8666040308789912
salmon,0.08276131839055602,0.2811330475378764,0.2957086158425666,0.8582240398926358
salmon,0.08245232969398739,0.2799163206725101,0.2944359013788508,0.8602946076169973
salmon,0.08269714395553349,0.2784531227474411,0.2903690592513095,0.8623620432811674
salmon,0.08282709790942226,0.28096549434896245,0.28905935281359474,0.864591826540379
salmon,0.08341412966194818,0.2751586014740001,0.2828621016397185,0.8650357497968059
salmon,0.08689817246278247,0.2766912161557097,0.2871673052115427,0.8577021097393623
salmon,0.08672213316692799,0.2781446622184789,0.2887424856856639,0.8573737345408238
salmon,0.08776386678681672,0.2801189996868429,0.29334189722057125,0.853544746310818
salmon,0.08393306516355062,0.2728697461394004,0.28073351570016275,0.8675986953210607
salmon,0.08268545135188307,0.2788489709610167,0.2948085935122634,0.8567957901470986
salmon,0.08368404029596918,0.27868090551162433,0.30023930592744563,0.8498680165683549
salmon,0.10393808275084036,0.4038254448489821,0.39002243916757584,0.8069152952368492
salmon,0.11453732726493572,0.3835911705511612,0.37471619711685306,0.8100695295288552
salmon,0.09873813405466683,0.4180993722939471,0.4014232119356749,0.7992968120838325
salmon,0.10991628943088802,0.3586211830861722,0.3500142128131895,0.8208218680084078
salmon,0.11218618897310012,0.3864742601917573,0.3738540300143408,0.8047941216346529
salmon,0.07252769254027727,0.08563644832700691,0.07473614964390927,0.9013957612333038
salmon,0.07035563668692194,0.08281491744081182,0.07614790478747767,0.9017473078852618
salmon,0.07215410334975778,0.08743491470332491,0.07355673678108568,0.8972001676949195
salmon,0.07269061420111163,0.08727932527576801,0.07468928808756736,0.8979323886784701
salmon,0.0787094072754703,0.09782232467025563,0.07797822009049887,0.8836560200902884
salmon,0.07269817367044591,0.0867224641081321,0.0756393608392168,0.900941718226558
salmon,0.07127241664184515,0.08733990120098686,0.07520976525399439,0.8997352995723206
salmon,0.07398785775075037,0.09470865182663554,0.07852642216345301,0.8917526175659954
salmon,0.09086049491120236,0.08492955253283138,0.07239027143175122,0.8814854346641148
salmon,0.06844886448232357,0.09217880256715894,0.07848798483596531,0.9015382579296426
salmon,0.07219597985925941,0.08172184842323799,0.07202855285561313,0.9009858538740788
salmon,0.06738994252637741,0.09039124555361333,0.07826278840533721,0.9035878385340442
salmon,0.06873095238262934,0.08775550307543965,0.07743360494493227,0.9038968246869096
salmon,0.07327789989813377,0.0948257794717577,0.07961164102139191,0.8936898976950933
salmon,0.06948624666995268,0.08961124012592196,0.07749416470016486,0.9020785817085204
salmon,0.07665590164829593,0.08389206118898848,0.07653401511783015,0.8994816409632351
salmon,0.06822692545823117,0.0910560292866773,0.07770883441570339,0.9001776411340486
salmon,0.06758473167633795,0.08993720352797413,0.07682995889226933,0.90202466463841
salmon,0.07781715034386735,0.08791480824070931,0.0777382370555182,0.8940605318971836
salmon,0.0680712311072956,0.09131034048217253,0.07826600612757646,0.8999078500712784
salmon,0.0697626574181697,0.08620234115633364,0.07505631495017027,0.9027038486320976
salmon,0.07649980496684436,0.11443505395917306,0.08532310492783772,0.8699778962423612
salmon,0.07656218788503387,0.08713145022865597,0.07712255854282417,0.8946273358352617
salmon,0.07625333520572954,0.08351162400081505,0.07734786092501879,0.8986923515368793
salmon,0.08287071405262124,0.27020719109786284,0.2646691182785029,0.8560215568816566
salmon,0.08592872753171191,0.2822798114946886,0.27772799981620444,0.8548316691220603
salmon,0.08625051814257262,0.2796238537675284,0.2712842858731587,0.8545169394708374
salmon,0.08163352933166328,0.2713082244465081,0.2649952216972973,0.8608771712448001
salmon,0.08379769675741655,0.27577652936672203,0.2696628532005064,0.8554810046929137
salmon,0.08333661492256762,0.2819029542178923,0.2733156915096098,0.85473454568366
salmon,0.08543447122600452,0.2670815257493621,0.2635611631588686,0.8575109825718065
salmon,0.08595299809652017,0.27127443609602925,0.2656859551593875,0.8550653713329454
salmon,0.08387771876862615,0.27087430158878795,0.2680843726821815,0.8604188312026124
salmon,0.0849991416636466,0.28026748303990945,0.2719511574824677,0.8534867530089457
salmon,0.08722699037359538,0.2558639639102615,0.2519645895871972,0.8619956653623764
salmon,0.0878168295898316,0.27738868101527603,0.2703120946908724,0.8516688520046478
salmon,0.09193872798644767,0.27702743046847944,0.2686186501254749,0.846152927548693
salmon,0.08637488478844435,0.2828385707111553,0.2787766700885591,0.8541688935858677
salmon,0.09642946993594334,0.2712267528496507,0.2666982756952373,0.8449983550403499
salmon,0.08539707282209894,0.2708332691543469,0.2660506510829819,0.8569773853788973
salmon,0.08572126078229263,0.2805511853740574,0.27545977323278903,0.8509520967829436
salmon,0.08388878125827258,0.2602868166955297,0.2618130352671844,0.8658761485460253
salmon,0.08438347248857843,0.2721799810234537,0.2710190844090671,0.8599721019175818
salmon,0.08987985788248895,0.2660093980934727,0.2622571370198177,0.8532806123211696
salmon,0.1079187952556528,0.2712096308471414,0.2661898627337746,0.8323877215583493
salmon,0.08591793646377191,0.2769337468698342,0.2690837820586261,0.8476386683906447
salmon,0.08699637745184663,0.2726593332155269,0.26464113211992696,0.8508165459150615
salmon,0.09037273398935658,0.2716021886477284,0.26187105823901663,0.8459658853636859
salmon,0.08878420940822226,0.27253549096215834,0.2638200005541855,0.8483397526485448
salmon,0.09075077628835068,0.2540787960203893,0.2424374353093041,0.8482184754086419
salmon,0.0868521953852549,0.2668260133143896,0.2583183913537123,0.8519673778842157
salmon,0.08513916202931099,0.2657427110281178,0.2557049297624144,0.8523015139389503
salmon,0.08401485069714816,0.2680697105146549,0.255404457790378,0.8488902846670424
salmon,0.08337265854480666,0.2678826985120624,0.25375066210815234,0.8477180141570761
salmon,0.08551642204042348,0.25565823508180946,0.2378300950433109,0.8469719983156881
salmon,0.09120819683842064,0.2593495188235414,0.2477563808182551,0.8452050740389228
salmon,0.08698576972833118,0.25052903928644377,0.24028869067883166,0.8527105603595015
salmon,0.07104594009678905,0.4015294436837888,0.3759188334837118,0.8054691492784988
salmon,0.0757869870334562,0.3003625840242147,0.29932743190552225,0.8549944685813549
salmon,0.07547914204668953,0.2950981663558537,0.29337393080043617,0.8584537771535136
salmon,0.07629101857021356,0.2623531836515333,0.2624523221898138,0.8717551695529896
salmon,0.07538564319546393,0.2947161957294459,0.2955577158616909,0.8574105162179987
salmon,0.07695681308256411,0.29550588022707763,0.2971641644957761,0.8586467948621421
salmon,0.07634975292967858,0.28145617736695805,0.2800982800982801,0.8567296597036373
salmon,0.07420707635925375,0.2926715285378721,0.29545296160105605,0.8632506487277557
salmon,0.07573662151747727,0.3028578064461641,0.2941566462210867,0.8487188961498263
salmon,0.07497006806145305,0.29956567229111464,0.29129439005360785,0.8523321744070241
salmon,0.07699940886175999,0.26511022403475104,0.2599839263534741,0.8627748958866077
salmon,0.07561888895179096,0.2926930262274665,0.28816245986623423,0.8566636204093846
salmon,0.07652342810240154,0.28929036412266673,0.284708758473317,0.8557926354669346
salmon,0.07639129259700049,0.3007548565440657,0.29218211388281706,0.8474616052081309
salmon,0.0757354030635959,0.2980196432232098,0.2867468118833585,0.849395866357885
salmon,0.07649364618349909,0.29095450421943464,0.2830281752840027,0.8501312632797291
salmon,0.0757763930306947,0.2987046276707126,0.28477973615995034,0.8424577415465041
salmon,0.07707385034608279,0.2748634962045286,0.2618260605294879,0.8507780460237188
salmon,0.07561165237250662,0.2885225588571151,0.2830729609562915,0.8535654413372531
salmon,0.07562661136245799,0.2620226283230467,0.2615159887402904,0.8640785433401753
salmon,0.07505693066474417,0.2972616064174305,0.28549784292858205,0.8477302115875359
salmon,0.07508814992305145,0.3025668997850635,0.2828037844401587,0.8342034688536939
salmon,0.07470009630578489,0.28730446653140224,0.2792517134014642,0.8531827659395425
salmon,0.07359599764163094,0.2878469578756361,0.2786682083836586,0.8519121679250359
salmon,0.07433548630583686,0.2873738259899425,0.2975571321214449,0.8617705577975455
salmon,0.07323021545203193,0.2462961030831029,0.25283443754673346,0.8779844192880867
salmon,0.07469378974683034,0.2968592441211665,0.3094807534587305,0.8561551286015838
salmon,0.07274481304876286,0.3054032689904888,0.3177916039812666,0.8557343328998479
salmon,0.07361601009913489,0.27777076448965954,0.2894367504548324,0.8632569710021164
salmon,0.07387846545896881,0.3021656953244693,0.3141066603022581,0.8545373357251191
salmon,0.06951198670043347,0.3338175659928841,0.3092770691235648,0.8189565433556546
salmon,0.0720887421240416,0.27964871327715785,0.25103431260912473,0.8307095953844986
salmon,0.0704849720719922,0.3831256292758879,0.3791942110869151,0.8651876988025996
salmon,0.07061475192866773,0.3786395190749153,0.3759046349977303,0.8649115949848444
salmon,0.07274535000190965,0.3764376277463541,0.3745920432886886,0.8662665846954478
salmon,0.07074268492164934,0.3755589931405003,0.3757344506348119,0.8674440840285929
salmon,0.07118422559500953,0.3700571936702977,0.3666592564149202,0.86362307417662
salmon,0.07468627246497724,0.3716541523273195,0.3684495254979665,0.8604466489380193
salmon,0.07432215228673894,0.3674257859974212,0.3670792289224585,0.8633095244639419
salmon,0.07469353577215966,0.3645102144879737,0.3636403087869353,0.8642749848851419
salmon,0.07413334365552142,0.3656244652155843,0.3636778499425489,0.8633172524508406
salmon,0.07058674140182357,0.3618729337519581,0.36130770043308336,0.8656924726204577
salmon,0.07243526029104777,0.3591817206617965,0.3591492841967225,0.8665841853697641
salmon,0.07188175704337578,0.3628344557334122,0.36333775873098856,0.8662532473934866
salmon,0.07124451488393656,0.3661847311619282,0.35675566241274426,0.857500188677211
salmon,0.07262995526762303,0.3567221965139596,0.3476153015579207,0.8563967299089927
salmon,0.07255380549295641,0.3493493683629264,0.3496763462057681,0.8664098782584156
salmon,0.07435741342955678,0.35831160369705584,0.3510477985466687,0.855207200220124
salmon,0.07435331746719395,0.35331635352015583,0.344117407946508,0.8557402645420741
salmon,0.07275650256405848,0.3514744589972733,0.3398212108316605,0.8510223995116898
salmon,0.07256187123206165,0.3539884282018888,0.3435532650907641,0.8533207218432698
salmon,0.07138534618257962,0.3620049322683347,0.34819217102814504,0.8488803322453067
salmon,0.07386161016219672,0.354691592577563,0.3384780683956174,0.8446234674930215
salmon,0.0721786620177968,0.3509228887989226,0.339663562829972,0.8502185354407475
salmon,0.07179607468317524,0.3468225452520678,0.34097381003009863,0.8548645561822753
salmon,0.07082961397004267,0.3415939345650799,0.3418336480047852,0.859457151793399
salmon,0.07059833339294018,0.3354434152331223,0.33694153364408364,0.8639454160358276
salmon,0.06837974790746255,0.3655200643640521,0.3537999727111475,0.8467801506532857
salmon,0.060898717652841376,0.3838937619686029,0.3799422512160189,0.8694715404902128
salmon,0.06365168031719541,0.3763931777474236,0.3729079080941169,0.8692764776852389
salmon,0.06498367426673736,0.37786286384059387,0.3713627103507939,0.8683068679708649
salmon,0.0654706744886522,0.3754918684887707,0.3698321500752065,0.8661689039512122
salmon,0.06453277510667753,0.3635982229914731,0.3580344730298463,0.8673324844935687
salmon,0.06803677885602111,0.3732032519539975,0.3665402232519057,0.8629738911652997
salmon,0.06487639401718104,0.36203986045090863,0.36014097816553325,0.8726712790035066
salmon,0.06587258139131058,0.37299827282476,0.3624947144195936,0.8624516344538985
salmon,0.06688883127182882,0.3650159378955877,0.36102155047508655,0.8664861896990864
salmon,0.06618018726381411,0.3709519110162579,0.3602367943173643,0.8600683050244577
salmon,0.06955229721301652,0.36126125575271373,0.3548818069533954,0.8636367342113738
salmon,0.06812547359166132,0.3704860568830583,0.3626309426715487,0.8592534749336249
salmon,0.06880578756536385,0.3594159481649093,0.3584831420733546,0.8667116930491849
salmon,0.06852234343193325,0.3632945843368553,0.3635123144261097,0.8679079270156811
salmon,0.06969134589492224,0.3586777581275518,0.3580605954746257,0.8663668187739715
salmon,0.0690139559744738,0.35791653358190306,0.35480506612954743,0.8682580345172989
salmon,0.06944740944225371,0.3531037149520476,0.3489126625769837,0.8615945735840849
salmon,0.07160501204012977,0.3468346110410679,0.3420830918336251,0.8655186218682218
salmon,0.06740053670048997,0.3501446575539396,0.35022552202508594,0.8680905801876055
salmon,0.06994597543378031,0.3463042152066542,0.3399954832881662,0.8613794741843522
salmon,0.07058843267017004,0.3550457365861717,0.3531860746032893,0.8622043382649005
salmon,0.06804066573569445,0.3691015031397672,0.36074629920432666,0.8505137553861452
salmon,0.06949788747620464,0.357678971162709,0.3526199684300022,0.8594257251589473
salmon,0.06929577982044459,0.3496495042868969,0.3477658097973537,0.8651987825610594
salmon,0.08265288484095203,0.2721543602892455,0.2853490248048169,0.8653247015149582
salmon,0.08935952126636193,0.2648866192090545,0.2770863326057679,0.8595909268829902
salmon,0.08979666439514908,0.2641786952757951,0.2748732975311458,0.8622114698925575
salmon,0.08658386129571234,0.2641800444618032,0.2800185466704961,0.859216595135486
salmon,0.0824697586324964,0.26677848712981145,0.27736849176732675,0.8657209602690625
salmon,0.08848677130820994,0.2653052931322779,0.2808811201230534,0.8589453769940114
salmon,0.08631005402403896,0.2591730967226959,0.269734969864535,0.8607440741297734
salmon,0.0821599394996939,0.2675084219176109,0.2828994968129303,0.8633431329860896
salmon,0.08193673932710854,0.26607889660823103,0.279071573664715,0.8679873000699861
salmon,0.08372934540112092,0.2641680118985,0.2772794877840857,0.8639736334560668
salmon,0.10399351846813347,0.2454299758756417,0.2552707792953753,0.8514991565543887
salmon,0.09122412772639364,0.26588860684852034,0.2773519465308179,0.8602917394279478
salmon,0.08805627615487369,0.2617445577942369,0.271101115014166,0.8668613099180108
salmon,0.0884877790476693,0.2650025957922725,0.2735305507319569,0.8648991409859111
salmon,0.0940687305317845,0.25247112800386834,0.2672121515400272,0.8557046791188277
salmon,0.08463730103233089,0.261687469529974,0.2733333162573117,0.8637094412469594
salmon,0.090372221676191,0.24691500166149494,0.2639071809344622,0.8528954475037793
salmon,0.08530515980359503,0.2669113912177378,0.2843778243945015,0.8593973194235671
salmon,0.08361179209758574,0.2591186323122192,0.2737684009973333,0.8589517137356858
salmon,0.08783252969151555,0.2607789474205948,0.2792460498739809,0.8571304658864581
salmon,0.08544558889386476,0.26067834162208026,0.2746326631626087,0.8621651306950763
salmon,0.09152895898018226,0.2579093136541263,0.2767617893043722,0.8499072243265492
salmon,0.07049019018718265,0.434655079169546,0.5071019739807109,0.8088889222726316
salmon,0.08492056298636558,0.25809080694424663,0.27109940021206225,0.8634687567887966
salmon,0.0875247300777224,0.2503585800328207,0.2649084950559346,0.8621151297859829
salmon,0.07930995313810363,0.3937583530907342,0.3893621803470052,0.8360389492687951
salmon,0.07095363108542407,0.381320178280938,0.3774500403380461,0.8548111385909457
salmon,0.07079604567902319,0.3885278438880448,0.38220760477867455,0.8535806394009385
salmon,0.07261564050989404,0.3762933607612183,0.3714467526780778,0.8535968384427219
salmon,0.06890938794238992,0.3859250088013196,0.3776102340557668,0.8493550313880769
salmon,0.06986843401908434,0.3824332607885942,0.374653213319949,0.8530760249936948
salmon,0.06919782201567594,0.3790251959492266,0.3744819483942568,0.8553053686619962
salmon,0.06862516132997358,0.38477454776391534,0.3769303259377625,0.8501280396615656
salmon,0.06864132841159103,0.3830149418774046,0.3770547088823072,0.8527905040044599
salmon,0.06885422864992446,0.3848200835709435,0.3752795467968527,0.8493687938399057
salmon,0.07312738923138785,0.35481348476172997,0.34817783756839943,0.8560003409547846
salmon,0.08989072577238291,0.37316233418762496,0.3663943025318952,0.8304031599402935
salmon,0.0714137399949083,0.3801077200578503,0.37181295060152425,0.8450716177689345
salmon,0.07095753646080377,0.3824873014630372,0.3749740963661231,0.8459873544215776
salmon,0.06994316777860142,0.3919471213244379,0.3805189028910304,0.8396342970101309
salmon,0.0708347585240308,0.3840944546872784,0.3734034388113493,0.8442461227860879
salmon,0.0716896296203263,0.3938952453917099,0.3846556394251098,0.8342438971293168
salmon,0.07320558622929522,0.3740662552776876,0.3634714424906045,0.8413863499280843
salmon,0.06748510088531402,0.3955156790483618,0.3831736751546472,0.8374403886570256
salmon,0.06964977573562367,0.3685306118383703,0.3598156749345135,0.8450467618614441
salmon,0.06434696581329626,0.3967117392913601,0.3802565991787996,0.8394266125656805
salmon,0.06411444945430028,0.3973845743261276,0.3698888935709971,0.8250108859017038
salmon,0.06710605392844264,0.4199046436155295,0.4030610200729196,0.8241035297888537
salmon,0.06605494836412591,0.4195525481373886,0.40125414061254494,0.8226223584220502
salmon,0.06653835196675861,0.43755775898608223,0.4228200976951993,0.8163316355955169
salmon,0.06758622998568763,0.4328782945671552,0.41640650501770216,0.8129598165337262
salmon,0.06833200543656559,0.4538360594272859,0.4400103107278436,0.8078923934948681
salmon,0.09827802637236813,0.2833833758167789,0.2840736027242277,0.8470583570121228
salmon,0.08468834498350766,0.2889129189898309,0.28805366838872004,0.8575320999086345
salmon,0.08565973835291958,0.2838801998199097,0.2852523844755301,0.8592184426206002
salmon,0.0838900175396535,0.2894768388244647,0.2885967015356661,0.8573508813991344
salmon,0.08196812097029876,0.2878132558393893,0.28947255476655603,0.8564536829236888
salmon,0.084140669163869,0.2888720648073681,0.28715353518458314,0.8565301296034177
salmon,0.08286128241325508,0.2899992570027491,0.29074225425365924,0.8576625306486366
salmon,0.08535118692369445,0.284561169163652,0.2862323837421837,0.8599341511344084
salmon,0.08374835502046249,0.28721689036380776,0.28666218971244106,0.8583640245610126
salmon,0.08340691655794913,0.2840537860226345,0.28592120893923484,0.8586393334818256
salmon,0.10777606928797816,0.2749567772004776,0.2772864001721441,0.8364631571397191
salmon,0.08146637628393823,0.28756441358122176,0.2902060541255122,0.8577789727261592
salmon,0.08252828133890497,0.2938727844500052,0.2914790421359829,0.8532131210728859
salmon,0.08935245262791768,0.2843004815295436,0.28217513013712797,0.8488487926289622
salmon,0.08157709963131529,0.28387092039068673,0.28506643419658784,0.8591161189674871
salmon,0.0824209119005452,0.284889919088794,0.2824591103239921,0.8559650310796264
salmon,0.08368216134640742,0.2851617470312992,0.28691904674852875,0.8574370184248091
salmon,0.07967444566595079,0.2786916183603942,0.27862486587695456,0.8590236996039353
salmon,0.08135018980785269,0.2806968232956635,0.2827947659990221,0.8593907130059825
salmon,0.08205856012018259,0.2679298838620212,0.2711150112671173,0.8634322456231582
salmon,0.08361538828240454,0.2799520222829085,0.2810501637848256,0.8568849215807791
salmon,0.08092359129702485,0.2798225216505989,0.28444550585100364,0.8587802762729546
salmon,0.08004562572845958,0.25551872177676777,0.26076216637284244,0.8651522517087684
salmon,0.10573800019329728,0.24315185843610795,0.2464408407845526,0.8436342229889029
salmon,0.07993002872793638,0.2450692854072796,0.24616274983441264,0.8685491151037876
salmon,0.08171082346324561,0.2787012983795341,0.28247590236820164,0.8593647218846509
salmon,0.07515519355954589,0.30608383911443754,0.3089204063020849,0.8574175288531086
salmon,0.07412661062299562,0.30823017544747433,0.30682592093583233,0.8577090620802786
salmon,0.0749164391600541,0.3003509439301545,0.30463788756341,0.8607831175789741
salmon,0.07449465895709077,0.3075698716205491,0.3094476348919425,0.8562674348350927
salmon,0.07330864306075645,0.3038216636874296,0.3051833015808131,0.856458245673731
salmon,0.07435513520383648,0.307588340509692,0.30691927035704064,0.8545188326456635
salmon,0.07259057476756399,0.29648614148450875,0.2997572798378285,0.862167602724912
salmon,0.07350948186750632,0.3032137362035374,0.3070019578234339,0.8599721569879053
salmon,0.07481476501828238,0.2970973276474353,0.3025665457585208,0.8632771466067289
salmon,0.07368487040067571,0.301571380809094,0.3055163296908269,0.8586499630470359
salmon,0.07401246717689132,0.2876886005486833,0.2881608647416421,0.8618358224346415
salmon,0.0743949669339391,0.29649080549826906,0.30055181690705235,0.8602607551012752
salmon,0.07343912228048143,0.299268251727082,0.3043235585575997,0.8610245894854348
salmon,0.07474850202614464,0.2987987601396631,0.3018376194910393,0.8587477525028214
salmon,0.07464677637647303,0.30626147599631043,0.3049827734340204,0.8531417290932131
salmon,0.07288360215549855,0.295583465591378,0.2909888441877203,0.856702253307989
salmon,0.07340089425760539,0.302167067936105,0.2968577461684181,0.8466920029006403
salmon,0.07350834625381153,0.28762474673531097,0.2842884349504359,0.8554309499030128
salmon,0.07317640556621552,0.2907150117016676,0.2950280012552556,0.8555706651137303
salmon,0.07278976800954065,0.2834906654501041,0.2801202907223284,0.8555461792968257
salmon,0.07282635927929129,0.2946167133740967,0.2955149232371856,0.8549476393291815
salmon,0.07237296870410401,0.2943402498676437,0.29177754990405264,0.8543728596530418
salmon,0.0734300024665971,0.2952482829178403,0.29813360819079765,0.8561558550319005
salmon,0.07287078866801629,0.29587799865038195,0.2975263870931185,0.8566503029772299
salmon,0.07356437009715175,0.2971087838482317,0.2986719537864736,0.855202123984935
salmon,0.07281927845558399,0.2918482691199147,0.2889373413929692,0.856271338052164
